Tweets,Reformed_Tweets,sentiment_scores,compound_score,sentiment
"@lovebscott Nope, I'm Right Along Wit' You! ",nope im right along wit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
so a murder? gotcha.  Cant believe it,murer gotcha cant believe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. ,im sitting house im sooo looking forwar one class tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. ",orere maternity clothes online came toay got something strange int orer size stuff missing,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative
@citizensheep ,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@thesage1014 I wish I could! Gotta work though ,wish coul gotta work though,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,Positive
@SeaGhostdesigns what happened to you on Saturday? You didnt show up... ,happene saturay int show,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@GirlsGoneChild ,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Can't fall asleep ,cant fall asleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I have mouth ulcer  so painful to talk and eat! ,mouth ulcer painful talk eat,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
"@danphelan Urgh, it was just the video, and they cut the Robots part!!! ",urgh vieo cut robot part,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative
my dog can't move anymore. praying that he will be okay ,og cant move anymore praying okay,"{'neg': 0.263, 'neu': 0.499, 'pos': 0.237, 'compound': -0.0541}",-0.0541,Negative
@Kal_Penn you were pretty much my fave...not much reason to watch now ,pretty much favenot much reason watch,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.4939,Positive
@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!,tht annoying ampefinitely bitchy enough ef broke like everything prolly oes even kno oct 5,"{'neg': 0.413, 'neu': 0.469, 'pos': 0.117, 'compound': -0.743}",-0.743,Negative
@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!,hahaha ont like one time ny got 30 min sleep got sick love,"{'neg': 0.146, 'neu': 0.398, 'pos': 0.456, 'compound': 0.7906}",0.7906,Positive
@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon! ,cant much learn wwi tomorrow noon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
New Post!  http://tinyurl.com/cexkqy,new post,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@graemearcher I am sad about Innocent selling out too! ,sa innocent selling,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,Positive
dang won't be able to get to any workshops run by web directions ,ang wont able get workshop run web irections,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize ",gooness fin goo hear ben still vieo game booki apologize,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.1027}",0.1027,Positive
Jap girls ? They're leaving! ,jap girl theyre leaving,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
my poor little girl has a baaaad rash on her bum and isnt feeling good ,poor little girl baaaa rash bum isnt feeling goo,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.7101}",-0.7101,Negative
@nicolerichie yes! we had the VHS. i cried when the old man died ,yes ha vhs crie ol man ie,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}",0.6249,Positive
"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video ",argh got early girl alou freshly squeeze vieo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. ",travian total cost atk aggressor 273310 resource sai one im guessing going let slie,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
waiting for kelly's call. ,waiting kelly call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"mhm, not having a good day  blah blah blah",mhm goo ay blah blah blah,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME ",got chezburger book lobo look wif,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read. ",im trying work last assignment year cant get spark want lay grass rea,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2235}",-0.2235,Negative
@robertfperez ugh of course not  Just thursday and friday..sat I have both kids,ugh course thursay friaysat ki,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily. ,oh gosh im still emotionally ying fact kutners gone arggg kal ily,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6597}",0.6597,Positive
@kaozdesign  I think I found my face...unfortunately. You didn't find yours yet?  ,think foun faceunfortunately int fin yet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
seeing that shouldnt have made my stomach flip like it did ,seeing shoulnt mae stomach flip like,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Positive
Headache... Pleeeease go away ,heaache pleeeease go away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time ,yeah application run every minute aons conflict time,"{'neg': 0.219, 'neu': 0.571, 'pos': 0.21, 'compound': -0.0258}",-0.0258,Negative
Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU ,pretty goo coaching exceptional talent trounces exceptional coaching pretty goo talent msu,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9001}",0.9001,Positive
I hate Tuesdays ,hate tuesays,"{'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
@gracedent it's her &quot;hair&quot; I can't deal with ,quothairquot cant eal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me.  Also decided to take a break from #wow for awhile.,feel like im stuck rut waiting hear back school killing also ecie take break wow awhile,"{'neg': 0.259, 'neu': 0.486, 'pos': 0.255, 'compound': -0.0258}",-0.0258,Negative
i need new glasses...mines is hangnon 1 arm ,nee new glassesmines hangnon 1 arm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Meat Week Day 3: Tummy hurts every night ,meat week ay 3 tummy hurt every night,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad. ,isnt quotfakequot verruca twitter im sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
On the phone with the bestie than shower.. Confused I don't know what to do ,phone bestie shower confuse ont know,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
"@Sirrah21 Aww poor froofroo, this is way too late for you ",aww poor froofroo way late,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
i miss my 808 fam ,miss 808 fam,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative
@OfficialPRofOZ she sed puerto rican ,se puerto rican,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@JoeFernandez @klout your not thinking of selling are you? ,thinking selling,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@simX Yeah. I always slow down at the end  ï¿½ï¿½also, take that! I win.",yeah always slow en ï¿½ï¿½also take win,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7184}",0.7184,Positive
"@pornstartweet i wanna go, but I am only 20!!!! ",wanna go 20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear ,ms snippet hunwts may aski wanna hear,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I know! Big love, true blood and united states of tara have too long of waits between seasons! ",know big love true bloo unite state tara long wait season,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",0.7906,Positive
@sensesdestroyer I wanna go to lamb of god ,wanna go lamb go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
is sad she has lost her HN arm band...it just disappeared ,sa lost hn arm banit isappeare,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative
set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much ,set alarm wake wante speak si africa skype miss sooo much,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative
awh damn! my puppy has ticks ,awh amn puppy tick,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"|H|ouse made me sad. Oh, Kutner ",house mae sa oh kutner,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@_saffron  Why not? :[,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him. ,keep lookingi know rea gonna hurt still look guess girl thing amp nee get,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
needs hugs/snuggles... ,nees hugssnuggles,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled ",saw one g covere coul stop cry bawle bawle,"{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.6486}",-0.6486,Negative
Rachel and jessy r making me work out  thanks you guy,rachel jessy r making work thanks guy,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
I'm wishing I had more time ,im wishing ha time,"{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.5106}",0.5106,Positive
@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing.,bit got really sai babs ba mum im sure hurt even though laughing,"{'neg': 0.18, 'neu': 0.529, 'pos': 0.291, 'compound': 0.2732}",0.2732,Positive
I am not wanting to go to school tomorrow. ,wanting go school tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org ,use term quotfail whalequot client pitch last night incomprehension corp twitter one much lower org,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
@rootbeerfloats8 You hate Billy now?! ,hate billy,"{'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
On a 2-day work-week..fast-forward to Thursday please ,2ay workweekfastforwar thursay please,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive
@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u ,omg love show woul feel ur pain im sorry spoile u,"{'neg': 0.291, 'neu': 0.443, 'pos': 0.266, 'compound': 0.1531}",0.1531,Positive
Is it possible to die from coughing? It SUCKS being ill ,possible ie coughing suck ill,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative
cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood ,cant believe go way barnes work toayinstea 5minute walk st john woo,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",0.4767,Positive
@paulieseow hahahahahah i can easily make ice milo but its just not the same ,hahahahahah easily make ice milo,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.,best friens shitty simultaneously u least take turn hurting feeling jerk going 2 sleep,"{'neg': 0.407, 'neu': 0.327, 'pos': 0.266, 'compound': -0.4588}",-0.4588,Negative
My #art is regressing... ,art regressing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@onlysweeter I don't know the dance. ,ont know ance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@laurwee_boo im ok I guess had a hard day ,im ok guess ha har ay,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.5574}",0.5574,Positive
Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827,jae looking new home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
damnnn! i missed 11:11 ,amnnn misse 1111,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?",tweetfiner hate trouble backgroun twitterwhat think,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Negative
@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot,lol yeh ill stuying stupi uni 2 week im holiays yay plus birthay next week woot,"{'neg': 0.123, 'neu': 0.482, 'pos': 0.395, 'compound': 0.7351}",0.7351,Positive
"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. ",quotsfmta buget proposal hearing tomorrow april 7 200 pm city hall room 400 saly cannot attenquot neither,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
is afraid that her G.I. notes will not read themselves. ,afrai gi note rea,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party  (this is not the start I hoped for),sigh rain ecie show move away invite tuesayparty start hope,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.5574}",0.5574,Positive
"_secretgarden_ I haven't gotten any porn spammers  I don't check my followers, but haven't had any tweets like that.",secretgaren havent gotten porn spammer ont check follower havent ha tweet like,"{'neg': 0.263, 'neu': 0.571, 'pos': 0.167, 'compound': -0.1326}",-0.1326,Negative
Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that! ,someboy selling japan release first album e bay 25 amn thats classic worth,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.2263}",0.2263,Positive
@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit ,isqus integrates conversation many platform havent hear abt jskit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
and they advertising fake louis bags as 100% authentic on google  i'm pissed!,avertising fake louis bag 100 authentic google im pisse,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
Can't sleep  dam naps lol... and its hot,cant sleep nap lol hot,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing. ,keep lookingi know rea gonna hurt still look guess girl thing,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick ",went month half ago still open smelt really goo getting sick,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.552}",-0.552,Negative
is ready to go to bed..long day tomorrow ,reay go belong ay tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job ,job searchingfyi yahoo hot job suck im never going fin job,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
"No electricity today, so no tweets. ",electricity toay tweet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? ,zack tell eit bioprofile create login ifferent co site get answer bt techhelp,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,Positive
"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while ",morning starving ying cuppa cant co ocs fasting bloo test little,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
Very tired this morning - no idea why! Great start to the day ,tire morning iea great start ay,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,Positive
"Morning All, I'm back from my little break from the computer. back to work again today ",morning im back little break computer back work toay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
At mobilityvic.org launch.  No grog  nice video from PWC though,mobilityvicorg launch grog nice vieo pwc though,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,Positive
still no &quot;followers&quot;   please some1 inform me on how this works????,still quotfollowersquot please some1 inform work,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,Positive
misses him right now. i need a hug ,miss right nee hug,"{'neg': 0.239, 'neu': 0.299, 'pos': 0.463, 'compound': 0.3612}",0.3612,Positive
Tried to get up earlier today........didn't work out ,trie get earlier toayint work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work ,omg revision revision revision feel like waste amazingly beautiful ay toay oing pointless work,"{'neg': 0.137, 'neu': 0.537, 'pos': 0.327, 'compound': 0.5984}",0.5984,Positive
Foot is out of commission  ouch! Running this morning did not help...not smart.,foot commission ouch running morning helpnot smart,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,Positive
"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night ",shower hope wake last oh synth experiment yiele nothing last night,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Positive
is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum ,really bore really sleepyan cant fin custom lanyar maker wont make buy 1000000 minimum,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3167}",-0.3167,Negative
@cmykevin ooh nice! but williams sonoma already got to me. ,ooh nice williams sonoma alreay got,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,Positive
I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh,ive finally given malaysian restaurant waiting nasi lemak teh tarik mereka tak faham bm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Waitin 4 the theory test centre 2 open ,waitin 4 theory test centre 2 open,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.  ",got woken mornng 7am amn lorry van car accient outsie main roa also causing car alarm go,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
I think I need to get laid. Sad revolution I had earlier rofl ,think nee get lai sa revolution ha earlier rofl,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7269}",0.7269,Positive
@ourcitylight that was so sudden!! ,suen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Now i want Amanita  ...someone made me feel unliving.,want amanita someone mae feel unliving,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772,Positive
@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away? ,hahahahhha hows foo poisening going gone away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing ,havent hear hannah yet isappointing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@hutsoncap  everything alright?,everything alright,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25}",0.25,Positive
is procrastinating... i feel ill.. but don't want to go to bed.  ,procrastinating feel ill ont want go,"{'neg': 0.346, 'neu': 0.494, 'pos': 0.16, 'compound': -0.3612}",-0.3612,Negative
@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think ,gonna try fin sport bar watch got chance though ont think,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}",0.25,Positive
wants to go home and watch The Hills ,want go home watch hill,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,Positive
@sarmar I guess I'm out of funny ,guess im funny,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive
@moethebeat aww moe! I was planning on leaving tomorrow evening  are you gonna be in town by chance?,aww moe planning leaving tomorrow evening gonna town chance,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}",0.25,Positive
"i wanna write, but i'm not cool enough to make up a storylineee. ",wanna write im cool enough make storylineee,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,Positive
"@Gripping agreed! love the sound, but hates how everyone knows them ",agree love soun hate everyone know,"{'neg': 0.276, 'neu': 0.224, 'pos': 0.5, 'compound': 0.4588}",0.4588,Positive
@brendamew2 no art tomorrow.  and nice to see you've joined twitter!,art tomorrow nice see youve joine twitter,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,Positive
"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad ",sigh think pm making min totally overanalyse thing making sa,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.0258}",0.0258,Positive
@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex ,ha one outsie patio name rex garner took rip rex,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,Positive
Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning? ,ooops ate panini wmart col say neee thoroughly cooke int taste raw ie nao f poisoning,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
Good morning for a very rainy France  No gardening for me today.,goo morning rainy france garening toay,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative
"If ever there was a day for staying in bed, today is it ",ever ay staying toay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself. ,got take cleo vet sure wrong feeling sorry,"{'neg': 0.361, 'neu': 0.328, 'pos': 0.311, 'compound': -0.1531}",-0.1531,Negative
"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...",toay ay 1 fast amp feel may break b4 go 2 must hol til en wk must staye focuse wish luck,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908}",0.6908,Positive
Extremely jealous... ,extremely jealous,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5095}",-0.5095,Negative
@kimmyawesome Ohhhh that sucks  I love the summer set.,ohhhh suck love summer set,"{'neg': 0.287, 'neu': 0.297, 'pos': 0.416, 'compound': 0.3182}",0.3182,Positive
@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam ,tell forgot passwor amp give new one way prevent ton spam,"{'neg': 0.198, 'neu': 0.714, 'pos': 0.087, 'compound': -0.34}",-0.34,Negative
bedtime. wake up call at 7am ,betime wake call 7am,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though ,gla mae work extra hour paycheck still waiting one lost though,"{'neg': 0.155, 'neu': 0.608, 'pos': 0.236, 'compound': 0.296}",0.296,Positive
"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital ",mum taken hospital ont know wrong vomiting since yesteray rushing back get hospital,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
congested nose ,congeste nose,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Can't sleep. Need to talk to someone. ,cant sleep nee talk someone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@penalba por favor decime ke no estas involucrado en esa pagina nicatrolls, they're THE CANCER that's killing /b/ ",por favor ecime ke estas involucrao en esa pagina nicatrolls theyre cancer killing b,"{'neg': 0.409, 'neu': 0.465, 'pos': 0.126, 'compound': -0.7964}",-0.7964,Negative
"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close ",col tire write goo twitter everyone obeying cop tonight total issappointment close,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Lifee Gets Worsee &amp;&amp; Worsee ,lifee get worsee ampamp worsee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
